107,502,121,32,12,1,0,0
198,4192,3758,754,155,15,0,0
160,1926,9132,9700,1852,191,3,2
238,1468,5894,41426,39166,2994,107,2
651,818,3503,35416,358140,138134,2126,124
684,108,389,3378,136163,460817,16467,598
13,1,10,142,2421,15985,5890,585
0,0,1,18,189,663,440,178
