Species,NumPores,Radius,AvgIPD,MinIPD,Area,Perimeter,MajAxis,MinAxis,Circularity,AspRatio,Eccentricity,Roundness,Solidity,Mean,St_Deviation,Skewness,Kurtosis
Buffalo,79,10.01136271,83.82906773,16.36161293,344.6962025,88.75802532,34.87690312,15.67119045,0.549127089,2.39664884,0.866743799,0.364587242,0.769201868,13.45853424,35.89090796,1.460074348,20.79824909
Buffalo,61,11.51599637,109.8252035,28.79024604,447.1639344,106.781,40.25719166,18.73792033,0.505405824,2.335195117,0.854138302,0.359573626,0.74022967,13.71588058,36.15280596,1.269050046,9.790175441
Buffalo,66,12.79827775,96.48002804,22.21269834,566.7727273,124.3253485,43.59583442,21.44507025,0.505029,2.237867544,0.840906983,0.37995094,0.743917418,18.03140945,39.60356622,1.201677679,15.02314991
Buffalo,58,13.11632966,105.8809022,28.06204817,594.9310345,127.2566207,45.19716996,22.38495585,0.484760109,2.176024715,0.846087105,0.371717715,0.728912656,14.1548172,36.71327935,1.212549784,15.38786127
Buffalo,83,10.4313399,78.30804801,20.06316929,378.1084337,97.90103614,38.62827745,16.43764597,0.514005875,2.493656417,0.877672009,0.338901231,0.732585996,14.14081802,35.51477762,1.036099049,9.024638203
Buffalo,77,10.76623756,82.56697246,17.80293837,408.8961039,97.85184416,37.64837636,17.38650187,0.556933233,2.276094669,0.858004471,0.37743975,0.759977333,13.87716217,35.38534865,3.590181791,492.9443197
Buffalo,64,12.57324692,107.1644157,25.36664645,542.828125,121.7106719,44.99522988,20.88780709,0.478518261,2.343742443,0.842668869,0.358627978,0.719594866,14.66056824,36.42394747,1.410879338,12.59040426
Buffalo,62,12.20528265,112.404156,34.5372206,494.3870968,114.2874516,44.91667556,19.37185072,0.490592951,2.499507912,0.880653339,0.330305563,0.727852874,12.66445923,33.87375539,1.114078791,9.928951757
Buffalo,57,12.37929168,118.1671281,30.93541337,521.8070175,113.4620351,42.64997219,20.78480411,0.523365587,2.216406094,0.830323397,0.3911327,0.742600456,12.66741486,34.02578365,1.617738826,16.0922968
Buffalo,57,12.31815725,107.9799278,32.94346159,513.3157895,108.4794912,41.13907876,20.27535183,0.557429715,2.234435405,0.836033776,0.398189421,0.763661713,15.41126175,36.15550097,3.86709477,420.1978688
Buffalo,81,10.04146165,75.33395545,17.5928431,348.4074074,89.77837037,35.57318587,15.7306741,0.570747686,2.377259973,0.859965891,0.376204266,0.772613517,13.46392517,32.84651228,4.042860578,339.529545
Buffalo,75,10.28140808,92.3351325,18.7296504,364.5733333,92.76706667,35.44537345,17.21453226,0.540243372,2.249207445,0.836128643,0.385739455,0.745641454,11.17304306,31.95737387,1.728559888,15.59975913
Buffalo,61,12.63486865,99.54847107,21.30464695,541.4754098,116.5453607,42.48178278,20.68177214,0.517672467,2.280649252,0.832020908,0.402724267,0.761425059,15.87413406,36.36566238,4.364954519,477.8542842
Buffalo,81,11.45735419,96.48799502,18.19823142,448.0740741,95.95560494,38.12147185,17.18482645,0.609783872,2.401560393,0.850038662,0.413908209,0.817162403,14.29322128,35.82165946,1.36112967,11.50193828
Buffalo,64,12.51053374,113.3807276,74.22698376,525.375,110.8229844,42.26624116,19.76104422,0.528948341,2.376105785,0.833427308,0.395696018,0.777168796,13.42604523,35.55457299,1.115271319,24.79902102
Buffalo,65,12.37318856,109.4129189,18.74723168,501.6153846,108.2983538,40.06824488,20.34348854,0.557386284,2.125263416,0.817765128,0.423358108,0.783270137,13.52515411,36.22572803,9.101854382,866.4194864
Buffalo,144,10.56875018,59.30178374,13.32458981,394.0555556,92.02448611,35.92650507,16.33646933,0.6042336,2.308337015,0.849898246,0.409688173,0.804041126,22.58734436,44.23371388,0.756076635,6.209189412
Buffalo,108,11.45813595,69.67421963,17.19387556,456.25,100.8641296,38.53313546,17.79161552,0.589563457,2.340874761,0.850843647,0.404595836,0.799502636,17.05363693,39.15395871,2.079732069,110.6857557
Buffalo,63,12.91639214,105.288802,21.05905931,556.7301587,113.7591905,41.29325629,21.74361598,0.574510522,2.100276871,0.795494412,0.444395152,0.783464941,12.68567581,35.27050101,1.141345085,6.083478046
Buffalo,58,13.73867273,110.762719,31.59722616,623.2758621,121.4128966,43.16041858,24.2357449,0.547344213,1.880244871,0.781059306,0.449550071,0.756325461,13.44394836,36.71496083,8.877383097,975.4627272
Buffalo,67,14.10512429,104.6904057,25.43129523,646.9253731,117.8313433,40.95989745,24.53017186,0.613835453,1.751240743,0.756714788,0.514531003,0.813675661,13.46215515,36.62705836,3.480402809,481.7562222
Buffalo,60,12.45669758,108.7829745,28.06188231,522.9666667,112.1641833,41.65979694,20.68352956,0.539720252,2.165857385,0.835231759,0.403914314,0.761125196,11.28134766,33.82151542,1.236371785,12.84176304
Buffalo,39,13.05381754,121.5689744,31.19961929,580.2307692,121.7314359,47.10871129,21.57916146,0.480078291,2.33625645,0.858020125,0.351141994,0.71487797,11.35962677,32.93115932,1.371873818,28.5559093
Buffalo,55,13.27574449,115.9850376,20.42586376,627.5818182,118.7218182,42.71745358,22.84450555,0.540747124,2.090715784,0.816252224,0.417588753,0.756126929,13.86659775,35.67011577,6.486854974,356.3417768
Buffalo,52,13.30156584,116.1407301,26.38372071,621.3076923,120.6198077,42.96800321,22.61108257,0.538363619,2.149776973,0.82132276,0.410398734,0.765385373,12.72065125,34.26416886,1.391922515,10.04842771
Buffalo,49,13.01660257,127.4078293,67.35495114,586.0816327,122.6841633,44.75355453,22.09792355,0.503597653,2.173107946,0.83138885,0.39257396,0.731128483,13.27137299,33.48144065,1.94894277,70.32742249
Buffalo,79,10.55637992,72.07471575,18.96622554,399.556962,95.49994937,35.96003494,17.24223885,0.573627484,2.239822546,0.857876098,0.38551559,0.7750118,14.02477036,34.70732888,1.216612434,18.24567872
Buffalo,116,11.2854814,59.40651384,18.9632281,469.6896552,108.0150776,38.35042958,18.83941289,0.562202878,2.130856128,0.830314605,0.414262416,0.764861976,22.35569687,43.65107308,7.568272051,822.6312811
Buffalo,248,7.824230151,36.49848727,14.68350934,238.3387097,68.81601613,26.68404294,12.20959627,0.671124487,2.17319865,0.824392168,0.450479179,0.81462179,26.24322662,43.84876971,5.225242822,545.6516341
Buffalo,57,12.64158035,100.5441969,23.46199956,540.9298246,110.3386667,39.78580958,21.20775501,0.575548693,1.966350405,0.820270639,0.439578403,0.785771465,11.22002716,35.64340685,1.830131408,32.89329452
Buffalo,55,13.0138824,109.1029646,25.84481518,565.5272727,110.2247091,41.32909018,21.30806659,0.573732109,2.041138923,0.827321408,0.431495989,0.780855536,11.0416893,35.22552709,5.016552851,143.6030497
Buffalo,65,13.09840338,109.2967118,51.78099473,566.1076923,115.2343538,40.69877687,22.43080468,0.548668135,1.967286556,0.795293623,0.451764333,0.782334882,10.86587524,35.58092513,1.239870199,16.52353071
Buffalo,80,13.59715546,91.19382538,16.7466969,612.5875,116.4702,41.36360414,22.45729898,0.600896465,2.002094971,0.787080768,0.488385817,0.820152305,17.24232788,40.93204987,1.360162636,12.9650107
Buffalo,85,14.36589523,89.55357256,21.85681433,682.0823529,127.2034824,43.6895303,24.7105555,0.570232111,1.925925424,0.768532322,0.490869085,0.794790349,20.24923172,43.81899949,1.227496756,10.89604026
Buffalo,117,11.45318446,69.22578969,20.06861554,456.4615385,103.4324615,38.95212081,18.11089258,0.574831862,2.251909605,0.843915733,0.408442386,0.788675115,20.4979248,42.7982372,0.934191241,13.98371213
Buffalo,66,13.80204957,99.94704892,20.47027325,639.3484848,126.5798182,43.71508307,24.16127634,0.533778227,1.933717494,0.798739779,0.442905738,0.769474304,15.48399734,38.62648943,1.689552352,32.86907334
Buffalo,71,13.22028554,102.1550529,24.50258169,582.7183099,118.4029718,43.84480443,20.99384578,0.542874589,2.287489984,0.827432446,0.415576583,0.785001589,15.38266144,39.23847162,1.201209673,7.627512652
Buffalo,87,14.90364969,88.8113618,16.85804969,738.4942529,123.8231724,42.50534938,25.43743743,0.644886183,1.810553115,0.752916184,0.539400689,0.84261927,20.37507935,44.2240042,0.845537483,5.130635902
Buffalo,92,14.92652165,88.35015287,24.96497991,756.3695652,144.0482717,49.07953326,25.24639585,0.492133442,2.097371323,0.813606231,0.42042743,0.754401883,21.78979492,44.22639853,1.371337972,35.10145369
Buffalo,90,14.02908358,88.47761088,19.8352223,659.9333333,124.5825,42.62303914,23.7007367,0.551499593,2.056166279,0.786151309,0.466648829,0.804414049,21.93938751,44.14534584,3.155789273,97.02562536
Buffalo,85,16.03651175,97.38214683,26.44699586,837.5294118,141.3795647,45.12604338,28.35614522,0.589053125,1.684636375,0.722249008,0.557361497,0.818099436,24.22604141,49.47722179,0.424415345,4.068358421
Buffalo,80,17.05079865,97.57207463,24.08618966,956.0625,141.2484,46.11233749,29.88907065,0.647619553,1.649637336,0.714652148,0.582036777,0.8482123,22.90615082,48.21463212,1.031723416,27.3110268
Buffalo,92,14.13009147,78.59584071,16.27056341,673.0543478,132.0661304,48.77147496,23.08428454,0.521461776,2.302740457,0.832613936,0.400064396,0.761064532,23.42921753,45.05952729,1.768409302,43.12694723
Buffalo,119,11.15687749,61.85629929,15.72592567,441.7478992,99.15694118,36.52551177,18.16528991,0.616336172,2.055921913,0.81641905,0.447859812,0.802224419,20.39125671,42.35447516,13.2856788,1161.301515
Buffalo,50,12.57404439,114.1091431,24.33386102,522.72,119.33448,41.08840144,22.68448239,0.493889233,1.944118832,0.797108441,0.406927655,0.72924776,9.929902649,33.02604052,0.956838756,10.04125044
Buffalo,89,10.15632336,69.02115095,17.14971733,364.1685393,98.83183146,38.09735667,16.27310268,0.505624989,2.458677218,0.884827514,0.333925247,0.738640941,16.9438591,36.81745914,2.690437152,249.1752934
Buffalo,44,13.35634786,124.7454477,30.33997908,614.2272727,131.3959091,48.43137361,23.41525608,0.445605661,2.197427267,0.840094105,0.34586728,0.689530834,13.5031105,35.34761338,2.766432041,175.7744642
Buffalo,56,12.17331961,113.514253,39.51411141,506.2321429,118.86325,45.68931171,19.88855027,0.467277095,2.408293343,0.885732048,0.31103862,0.703059626,16.0220726,37.28166279,1.060204217,13.20577237
Buffalo,97,12.0160062,73.38207708,15.76317388,517.8041237,111.8737835,39.10012102,20.7010506,0.558972882,2.058997615,0.804341257,0.437519465,0.772625271,18.30986328,37.29510038,1.151819258,6.707797071
Buffalo,101,15.00211003,77.59864676,25.75328282,759.6237624,127.6343762,45.89826274,24.22608546,0.618151058,2.041642729,0.80447028,0.479162476,0.827407367,20.42825623,44.99921889,1.12465296,8.991387668
Buffalo,102,14.4909624,69.7579641,25.1574057,703.8137255,134.696549,46.86147502,23.59929929,0.528925409,2.079465228,0.820961296,0.433520072,0.775440283,23.94318695,45.14541852,2.886423311,176.8675968
Buffalo,95,15.68008451,87.91610973,24.11300935,803.6105263,129.4086947,45.55021832,25.58535866,0.650651576,1.809291904,0.800196798,0.512105223,0.845356764,21.00041656,45.67305045,1.699435729,73.01630371
Buffalo,121,14.0571161,67.75495704,23.06883292,671.9669421,121.5607438,42.72249512,23.21415404,0.596804649,1.950376485,0.795565783,0.485392406,0.804064696,22.74414978,44.43561116,1.995544047,201.7830454
Buffalo,88,14.62184634,85.62711091,24.15523766,716.9204545,124.6179886,44.53992286,24.98100719,0.585079284,1.910874899,0.788367551,0.472133704,0.79736208,20.29909134,43.09754242,1.294798089,12.9405952
Buffalo,109,12.03503034,66.95701309,17.81031657,518.6697248,105.906633,38.44707492,20.18905405,0.619222914,2.083639924,0.808758365,0.454857001,0.804378336,20.2684288,41.30562802,1.633901616,18.88483576
Buffalo,78,15.02461075,92.26057378,23.70250545,748.5,128.6299615,46.67773668,25.30147853,0.608253477,1.978722316,0.788709275,0.48001882,0.812824838,19.74233551,42.71711196,3.094837447,56.05620235
Buffalo,88,13.80979162,86.93641648,26.77978965,641.7159091,124.5655909,46.19409759,22.708457,0.547059856,2.195201976,0.827702624,0.414927804,0.768847625,20.41364822,43.15359006,1.434310515,12.33443411
Buffalo,73,15.98009082,102.0663176,26.37231858,835.6986301,137.4348219,45.6058314,27.78177585,0.615873376,1.73406001,0.73460487,0.556296185,0.824826651,21.91920547,44.46004123,3.476512329,340.5134723
Buffalo,74,15.83701753,105.932587,35.2801938,829.8783784,140.0772432,46.74983088,27.13858151,0.601749738,1.830476605,0.753412539,0.524295703,0.816743567,18.94912643,42.15793762,0.943549223,8.462702022
Buffalo,79,13.93196377,95.66178226,22.39859412,646.4050633,117.6109367,43.50850007,22.59052373,0.589260045,2.108503698,0.809063649,0.457972583,0.800851542,14.54228134,38.55777516,2.296509841,207.2045833
Buffalo,61,13.78293753,110.5375258,65.52746497,630.0819672,120.9571967,44.45487159,22.62453479,0.564556492,2.135292663,0.82791925,0.427324843,0.782432992,11.43713303,34.89850105,2.178697939,93.29844552
Buffalo,64,13.47098828,109.4780084,25.33559466,614.125,119.9418438,43.67723468,21.91621826,0.549785156,2.175941611,0.824751315,0.425084593,0.786195487,12.51079559,35.61842162,1.700525049,34.89037094
Buffalo,64,13.40137979,95.04401523,17.99945698,620.890625,125.4099219,44.73934751,22.26423102,0.520155325,2.147596512,0.819141757,0.405776439,0.759058201,16.27745514,36.44606074,1.598270787,35.40955032
Buffalo,62,14.75386528,109.7786048,29.88957628,739.6290323,133.0151129,45.97902336,24.9688117,0.539261076,1.973864993,0.802743948,0.457422478,0.776125678,17.28108368,38.56984984,1.908043878,65.86666171
Buffalo,75,14.28620465,93.23830567,19.69650313,683.3333333,129.5426933,44.00871057,24.53903237,0.553256721,1.960329036,0.785958808,0.469492,0.786544925,16.10036011,37.8428299,0.434158945,4.386492526
Buffalo,78,14.51416353,93.05037732,19.18382539,696.7692308,125.0729872,45.46103562,23.4005168,0.59338343,2.100275895,0.810701592,0.461964855,0.805261446,17.96932373,39.83713265,0.637182088,9.200291065
Buffalo,98,14.804162,76.36601257,30.80744312,755.7142857,136.8987449,46.54089941,25.57006262,0.539319136,1.979010597,0.804858222,0.444324917,0.77353184,26.02577438,48.61688576,1.871318084,86.95262025
Buffalo,87,14.54299662,90.32276711,27.35850858,710.4827586,127.5365287,44.13324677,24.69900174,0.583780524,1.927884761,0.778325354,0.487201944,0.796157978,19.74837036,42.98614558,0.919670459,11.03137215
