Species,NumPores,Radius,AvgIPD,MinIPD,Area,Perimeter,MajAxis,MinAxis,Circularity,AspRatio,Eccentricity,Roundness,Solidity,Mean,St_Deviation,Skewness,Kurtosis
Buffalo,155,11.91581783,57.55457907,20.22306894,530.1741935,112.5128323,40.5344694,19.81779761,0.573154988,2.142648737,0.839430309,0.410548431,0.767284255,21.80674286,43.68587525,1.728617273,75.23244273
Buffalo,118,11.80452838,67.03940975,16.7133642,503.6694915,110.1185678,39.23692835,20.28517788,0.573405906,2.078774788,0.829635517,0.418193568,0.771679218,18.35044708,39.81481188,0.852717301,7.649269761
Buffalo,141,11.88412867,60.43951448,21.06704252,503.5957447,114.9965532,42.14027053,19.67049544,0.529158774,2.232947752,0.850834972,0.381364143,0.747808093,22.22896194,41.6141718,1.034471021,51.1223307
Buffalo,85,19.05181453,86.53875502,37.94796404,1217.764706,205.1521059,63.74337975,35.87823051,0.400545339,1.881964519,0.777482365,0.409434879,0.696011583,25.86975327,47.35838782,1.529586256,13.3468334
Buffalo,69,13.37999297,120.5988223,90.38434984,583.2608696,126.6047391,49.39956662,20.67236864,0.494885563,2.444132603,0.898483829,0.31839606,0.72005098,13.91109543,35.24827633,1.247383556,7.455850665
Buffalo,145,11.28082873,59.86426359,16.8228618,456.4482759,98.47448966,34.64889287,19.04436938,0.633537876,1.934380701,0.79366899,0.484887216,0.81157381,18.80274048,40.88914631,2.090501381,66.72454892
Buffalo,108,12.15357493,81.27266507,19.45074882,513.2222222,107.0175556,39.35435936,20.40775316,0.603172192,1.988103481,0.832671881,0.430555785,0.785149174,17.60098877,38.78777962,2.592515548,206.7416689
Buffalo,99,15.84227491,78.58991367,17.54571416,869.4444444,160.4022626,53.89829379,28.76428986,0.463403454,2.003431027,0.816120318,0.392320524,0.710857496,24.32696152,45.92848397,0.697319199,7.753605558
Buffalo,104,14.62190055,67.83387705,28.89195489,751.7403846,150.5686731,52.58373031,25.455348,0.474964201,2.130213216,0.839240474,0.373509169,0.715494021,22.46197357,43.3980431,1.607102932,44.60878141
Buffalo,112,15.55869142,70.80933183,22.37184208,837.8928571,157.0624464,53.16864528,27.6659639,0.488977686,1.992807156,0.818861399,0.404565205,0.72557909,23.17813339,44.41718404,3.56186078,369.9278624
Buffalo,86,16.77661867,87.12778069,25.33983938,943.0348837,165.7446047,56.08642743,29.86510983,0.468742443,2.002080737,0.809177055,0.400936237,0.719597761,22.28092422,45.03948574,0.60437697,4.483977886
Buffalo,113,12.04090457,65.34166003,17.53460289,515.6371681,115.5687699,42.14548469,21.21249657,0.555019961,2.043344967,0.828498469,0.403178627,0.74842681,18.36889267,38.45296361,1.32699872,25.03961406
Buffalo,81,15.95682983,75.26617549,30.61029468,877.5555556,174.9777407,62.20834792,26.8774999,0.40355968,2.428608379,0.86575142,0.321405521,0.678573136,23.78411179,43.4345773,0.66252275,6.0021708
Cow,387,7.897415939,39.88112158,6.793010025,226.9354005,55.93607235,23.11051883,12.29841056,0.893572866,1.912938865,0.803948027,0.518066007,0.908146917,23.64944382,45.75784467,1.524954579,16.31430903
Cow,361,8.545517075,42.71542168,13.4146101,271.9418283,65.37659834,27.56704601,13.09056841,0.829166218,2.079866286,0.831139703,0.466113795,0.878078028,26.89386902,47.06835365,0.81556838,6.404187735
Cow,370,7.619339864,39.85663215,15.30623203,207.3135135,53.41045135,22.74869132,11.39024667,0.897126611,2.010433025,0.815176728,0.507439014,0.920154197,22.52929153,43.96802031,0.864780208,6.726936448
Cow,374,8.986859914,41.22234321,19.12157069,297.2727273,65.1825,25.99671041,14.30867003,0.872311306,1.858794467,0.790971996,0.534642699,0.907245054,27.96493988,49.38733806,0.851333084,10.92367341
Cow,415,7.398547801,39.20634321,11.75500782,200.8144578,52.04029157,21.02808327,11.86772699,0.927463389,1.792110372,0.778901236,0.553737156,0.912375216,21.28961868,42.46023569,1.382394203,11.39174935
Cow,373,8.308227964,40.01199769,13.41315756,264.0857909,60.54513673,24.1226336,13.33455811,0.888132429,1.865060408,0.791300891,0.530454175,0.9064293,26.35269928,47.9477692,1.474282704,24.49524311
Cow,219,12.85650754,47.09660882,21.3451658,580.2374429,104.7790502,39.31023446,20.09109675,0.698967935,2.082304982,0.81428866,0.480857341,0.868623227,32.2020607,53.38067158,0.87209212,8.044213755
Cow,291,11.23712461,44.69716909,17.32311493,472.4020619,81.55143299,32.54455345,17.48977111,0.851689782,1.917128309,0.795786253,0.531905413,0.916794485,31.37196579,53.94443088,0.569510608,4.397984013
Cow,334,9.211413021,40.76863816,13.70448274,304.0419162,67.98679341,26.65003681,15.02990346,0.821229939,1.841413715,0.78319712,0.525237229,0.882106385,21.11624222,44.37087689,0.729081395,5.103705162
Cow,392,8.04113499,38.89647975,6.628502332,236.6632653,56.68191837,23.21974416,12.72447982,0.917622935,1.822225648,0.782918683,0.549083154,0.913670055,22.3424675,43.65023216,3.13446582,180.4010311
Cow,252,8.929833374,46.26842787,21.71713022,275.8968254,68.72255952,26.17946509,14.23927276,0.746403317,1.910885879,0.804895942,0.507471436,0.864505845,19.46595154,39.92038871,1.709608222,91.85091704
Cow,240,12.28358706,49.34346931,26.77697975,516.5666667,105.6564375,38.05523206,20.74152412,0.608490864,1.983221946,0.816953372,0.440169465,0.804557123,30.33467407,51.47127753,0.974078383,22.79753959
Cow,231,12.59365509,47.997457,23.89151336,536.2510823,96.28709524,36.6407566,19.74317732,0.72764463,1.927694031,0.809386334,0.508322212,0.884204329,32.91101761,54.71184273,0.549026852,7.394526491
Cow,364,9.176799482,39.02347082,14.99253996,319.6868132,66.91401374,26.61854761,14.64828426,0.885386757,1.817546777,0.776343954,0.546157627,0.901408648,29.05188446,51.12856507,1.941858538,28.9474529
Cow,397,7.863982541,38.21413486,18.10767175,217.5239295,52.19816625,21.32148564,12.50916909,0.982071957,1.701527208,0.748819577,0.605704253,0.944857112,21.07925644,43.17297974,1.341672177,15.70193369
Cow,406,8.392701386,39.68436365,16.90890421,254.9950739,57.27121675,23.7383928,12.96580341,0.94606031,1.805167685,0.77787893,0.567432641,0.938089178,25.96971359,48.00026358,1.014461761,10.83766956
Cow,392,7.863362758,40.56245287,15.45444432,217.8341837,57.09736735,24.8313657,11.52632837,0.862044944,2.121583019,0.838585886,0.472317738,0.903853273,24.72805557,44.9254626,0.828384866,11.39018727
Cow,376,8.578687619,41.03064016,17.39993163,267.1515957,61.69444947,25.5021327,13.23341733,0.888469989,1.933133275,0.8086306,0.514368605,0.911246129,29.4041069,49.41262981,0.851730454,6.271403717
Cow,273,8.996748773,47.803144,18.02380216,275.2710623,70.5454652,28.32899942,13.52875632,0.693352728,2.197223453,0.858451891,0.431456114,0.847134619,22.25428696,42.53282452,0.825327573,7.087159033
Cow,274,9.641009078,46.87574302,18.91008509,331.4635036,79.5340146,29.94241228,15.74787432,0.683179514,2.044780679,0.826373285,0.45124745,0.830137953,24.20890121,45.05756758,1.282386274,38.09256452
Cow,458,7.994791338,35.15896378,9.003532125,233.9170306,57.96360044,23.12725011,12.80532293,0.886731764,1.844542962,0.789367072,0.534175884,0.90437697,22.54883118,44.37075836,2.825430999,114.4439702
Cow,385,7.627174366,39.22284156,16.6337949,215.7480519,53.30183636,21.92403612,11.86879194,0.942977246,1.83354081,0.790705519,0.547818979,0.927606185,24.29523315,44.45802697,1.186607964,18.82238263
Cow,395,6.109455193,38.74991113,9.191921813,137.2886076,42.67791392,17.87339385,9.620752633,0.95194376,1.875391201,0.794841488,0.530786469,0.913199055,16.10429611,36.57808513,1.698176669,56.5723906
Cow,233,9.225049022,47.99805875,22.49491852,292.360515,77.88890558,31.76827719,13.95318467,0.642155419,2.352218066,0.877221237,0.383619085,0.810656538,23.11469193,42.55246895,2.411936961,116.2848325
Cow,338,8.740285832,41.34105834,18.63380184,288.7692308,63.01218343,26.47974338,13.06203097,0.916884359,1.940901141,0.797572619,0.535883338,0.92795135,29.53050995,46.76083376,1.380305929,59.06962455
Cow,296,7.879973092,43.77408614,16.28708579,217.4256757,55.67041216,24.0503863,11.63992996,0.895540944,2.006777329,0.826117768,0.499597414,0.916987805,21.40714035,43.7162062,1.155807368,15.3020701
Cow,320,8.204344536,41.65859749,19.65124016,242.634375,58.45727813,24.42622458,12.58435082,0.909745256,1.89654513,0.802413048,0.52893761,0.918542186,23.50497665,44.23759524,1.080280266,12.4578966
Cow,324,8.379211899,43.62234816,14.93934377,257.7530864,61.84653086,26.44216571,12.54125815,0.860652556,2.049380308,0.826776916,0.482675635,0.891360275,24.82365036,46.04895836,1.295003115,12.2575793
Cow,328,8.518998232,41.22416447,22.31814679,269.5091463,63.89060976,26.35558487,13.29825861,0.882830264,1.90957876,0.796841898,0.52469644,0.898547446,26.71695862,46.72596329,0.803081859,8.34712291
Cow,143,11.56445708,55.11752542,26.56963344,463.2447552,98.34216084,38.20891149,18.33385515,0.676002812,2.10476782,0.843988673,0.43670595,0.823180715,25.49817657,46.46535793,1.033546646,10.93758847
Cow,359,8.791729768,40.63140428,8.235395581,286.7966574,60.59555432,23.81120771,14.45396784,0.946896382,1.678271935,0.739504931,0.603326578,0.929243445,27.09035187,47.67063938,1.132985023,14.19036454
Cow,212,12.85474868,53.78325982,24.24698417,570.004717,105.9990613,38.79733439,21.21309016,0.661056597,1.9635355,0.814073663,0.467986768,0.837555989,29.71699524,51.53538185,0.606129151,6.354233254
Cow,262,10.37294794,46.28573734,19.6231515,381.740458,79.45841221,29.34336759,17.32545555,0.780545427,1.750480767,0.754746198,0.561385411,0.87778042,29.17695999,48.02886051,1.224978229,22.80831327
Cow,314,8.959491587,42.91762201,18.97110931,278.3375796,70.18949682,27.49261819,14.18307759,0.733782967,1.999986158,0.833996508,0.465684226,0.852234081,25.12665253,44.58186057,0.889204921,11.74661404
Cow,380,8.503506261,40.55451603,12.88786001,274.8,63.48308947,25.33336494,13.71008472,0.869675485,1.880665557,0.789370241,0.523802135,0.890371652,28.01076508,47.52551526,2.302128235,38.47382998
Cow,194,11.86858858,54.32883083,24.74408681,491.6494845,101.9672474,39.08316686,18.90029885,0.613210814,2.19919925,0.862204436,0.392957527,0.801909105,27.42433319,47.64454415,1.115860735,13.6628353
Cow,197,12.30800623,51.02905838,19.44272525,518.1269036,98.98967513,35.57496369,20.63579396,0.709737852,1.809548419,0.774327733,0.52698928,0.853636182,31.01806107,50.73280826,0.6533904,6.931234309
Cow,198,12.12239819,53.70477679,22.31805135,501.3838384,94.91592424,34.90373222,19.97189385,0.730599895,1.841515857,0.783893321,0.526924165,0.868783021,27.81940231,47.36739721,0.797756654,4.499925638
Cow,261,9.007764036,47.08144953,21.33188244,277.045977,67.17147126,25.44202161,14.67820475,0.808420721,1.766919125,0.778611387,0.553022807,0.888323986,21.46868439,41.68821154,0.584960917,5.695395919
Cow,186,12.04540794,54.32502232,25.36093971,502.016129,90.82763441,33.68574716,19.6079453,0.75900008,1.782374754,0.780702476,0.546285438,0.887113282,29.47080917,49.50790274,1.438716326,33.96887262
Cow,211,13.14366365,49.16916003,20.45142001,595.3696682,103.4785308,38.27362348,21.17369207,0.71052341,1.91208378,0.801989556,0.5056416,0.871620312,32.00345459,53.75531407,0.569163574,3.560102877
Cow,224,13.89741463,48.52292,29.68075354,670.1607143,106.6854152,40.47519441,21.51069152,0.729766601,1.954197669,0.811545664,0.507469763,0.893552008,34.76673889,56.28927175,1.250047647,39.29980414
Cow,336,8.390046248,42.03731512,18.59949247,264.0357143,63.11157738,27.386233,12.16426579,0.878059809,2.130266675,0.831884993,0.484155743,0.90674577,25.41996002,45.38866317,0.796281602,7.487618035
Cow,411,6.363388176,37.00313653,9.305059496,148.9659367,42.95110462,18.11898767,9.826853757,0.979925974,1.837582132,0.793984918,0.548380768,0.930498698,17.6485939,39.01889837,2.060902851,28.12966079
Cow,409,7.655115325,38.40173126,12.82733009,219.396088,52.95351589,21.46222105,12.28443588,0.963644747,1.720168883,0.756091253,0.583691883,0.926161951,24.17987366,44.86845637,0.594382117,6.262294034
Cow,360,9.988145912,41.88099093,12.67403192,363.8083333,72.14674167,29.06421064,15.73642511,0.858183,1.886288503,0.808367656,0.515810532,0.903583877,29.45805588,50.42938013,1.29041943,37.99224211
Cow,374,8.327581325,41.72763486,18.81117716,258.4117647,57.74014439,23.37292838,13.29748673,0.942302813,1.753636394,0.770199262,0.569089561,0.926637048,24.58263474,45.81008629,1.104415644,7.759847761
Cow,396,8.699673738,39.0830797,17.14933347,280.75,60.09657828,23.51195524,14.39942872,0.940134191,1.662987893,0.743143438,0.599321819,0.92634732,27.50196838,47.32276075,1.204878331,19.28268391
Cow,252,11.70526665,50.13573938,25.52219766,460.281746,87.96088889,32.90379774,19.16999301,0.764323316,1.784486577,0.785065269,0.536849019,0.88191083,27.21088181,49.37985352,0.95540094,9.584400451
Cow,435,8.189516675,38.19979707,11.89605412,242.4827586,55.05478621,22.06570639,13.26827767,0.970153526,1.674089692,0.748748497,0.602437803,0.936376291,21.73545532,45.40164449,1.059206051,8.090379077
Cow,467,7.841389141,36.36912856,12.13585836,225.2805139,55.74195717,22.19033299,12.80468714,0.910554605,1.75372732,0.769056602,0.559839478,0.905866923,21.18916016,43.25192618,0.846240778,14.37646572
Cow,442,8.679772993,39.12109245,13.99076511,277.9253394,60.12137783,23.6703632,14.25268053,0.94827591,1.662228675,0.746849568,0.601489066,0.929385766,25.45648422,47.0502778,0.243067857,3.865714301
Cow,290,8.98378441,45.40646065,20.75225332,277.2275862,71.61642069,26.27635876,14.81222803,0.710726934,1.86797626,0.800139803,0.503292438,0.847075401,22.80080261,42.82777972,1.707312731,18.98576863
Cow,375,6.476128661,38.17067748,11.66193393,155.1413333,45.22176533,18.72157623,10.19750806,0.950349925,1.827680311,0.777414851,0.548656103,0.912369767,26.02117996,42.08937571,0.741217453,6.453266671
Cow,422,6.932261086,36.13324201,6.631620847,185.9383886,49.83904502,20.25572572,11.00283539,0.926180569,1.904655281,0.797692847,0.520893191,0.903586206,24.12429123,44.26381066,1.706037342,54.70956177
Cow,350,7.895164832,40.92418179,17.46684838,216.8171429,62.40551143,24.20173745,12.33437748,0.706978185,2.040780538,0.828466703,0.468487965,0.844333543,23.08741684,43.46497003,2.337702705,84.49486887
Cow,292,7.546573515,44.03464419,15.84641803,202.3664384,56.59493836,22.54757306,11.46736471,0.783372364,2.004451023,0.83185134,0.490418194,0.884494685,22.48104935,43.3990068,1.347698331,22.59605014
Cow,271,8.776139296,44.82870337,16.30815353,265.7306273,66.55335793,24.97222282,14.2724572,0.774137231,1.824341648,0.786040474,0.533480543,0.877403893,23.55483246,44.65307933,1.159927907,8.28823054
Cow,393,7.216471792,38.73134007,16.29711776,192.7913486,48.79294402,19.74210588,11.63594851,0.972894833,1.728759931,0.760076568,0.582923889,0.933184194,23.60394211,45.65620795,0.863122182,7.440916186
Cow,434,7.182516499,34.80433927,4.161186752,192.0645161,52.41504608,22.00635372,11.02458181,0.885013426,2.026544848,0.811600912,0.496914141,0.901287778,25.06153412,46.08172134,1.740018402,13.66614294
Cow,424,8.648451857,37.52235867,8.506456539,277.495283,62.11284906,25.22878691,13.47886064,0.87648156,1.909234884,0.805233077,0.520366003,0.909769823,24.22350998,47.68113377,0.692297542,7.155709348
Cow,283,9.037230519,43.65530511,15.77074242,277.2897527,69.21086926,26.42741151,14.43181039,0.754546684,1.916399328,0.803142238,0.510417634,0.871405163,23.69434509,43.47247559,1.308377202,30.89698364
Cow,386,7.830211599,38.78463328,11.00165334,233.4611399,54.41893005,21.5400512,12.76322707,0.952132564,1.70291949,0.755563694,0.585571533,0.925284989,25.33777161,47.50950306,0.369536283,4.207418951
Cow,291,9.326154664,45.13645833,22.91191809,300.5704467,68.28692096,26.38092436,14.83622714,0.815854538,1.849518741,0.790528691,0.543935909,0.903041769,29.65836105,48.55114919,1.625657039,16.05447031
Cow,270,8.842567001,45.07802973,17.06766652,265.4777778,67.35515556,25.78399621,14.07643227,0.743571695,1.924655675,0.803883912,0.507830754,0.87026567,23.82423782,44.70591569,0.970703773,11.36763683
Cow,603,9.475190887,30.72942856,8.96807838,323.814262,64.77882753,25.45350444,15.21580369,0.916939194,1.716754093,0.76711917,0.586012195,0.938115971,17.59272995,38.20514866,1.052007839,26.43575718
Cow,564,6.561934807,28.96630022,11.19057052,146.4414894,40.07837411,15.2011905,11.75031482,1.101781463,1.275963788,0.536820729,0.791951529,0.982032171,16.56346588,36.82441003,1.794064975,33.23187091
Cow,765,7.872320714,28.93119909,9.024222559,227.924183,54.73852288,21.48576162,12.95884774,0.949165059,1.665010454,0.726588149,0.610850568,0.920866068,15.03815308,33.99548157,2.738073356,111.7949482
Cow,820,7.109586149,27.74291801,7.660323463,183.6560976,46.94348049,18.78223427,11.72642983,1.010708669,1.616622045,0.713423354,0.637449376,0.9413309,11.87272491,29.54347266,2.475908268,60.62837428
Cow,879,6.560762694,27.18851496,8.902190724,154.6211604,42.58712514,17.13686445,10.89103603,1.04707073,1.562326739,0.686955765,0.662387234,0.945369588,10.92688904,28.32644608,1.877812588,113.8900592
Cow,902,6.450969918,26.66421113,10.26775896,146.8758315,41.25558869,16.55811898,10.80878239,1.057634682,1.523896857,0.676237293,0.67625983,0.950404561,10.76350784,28.46042037,1.90902984,93.41310982
Cow,876,6.683881832,27.20882224,13.01523519,162.6415525,43.2503847,17.15285623,11.22531705,1.038604163,1.542278838,0.690144394,0.664088528,0.948099046,10.68626022,27.42609461,11.20347874,955.7608462
Cow,745,7.035832351,28.41449217,10.91246771,186.0711409,47.66375302,19.05559561,11.52894549,0.980043828,1.687766232,0.739100511,0.599639046,0.926977158,10.47895279,27.19737414,2.227543486,143.6931652
Cow,497,8.762132151,34.09068729,17.06270009,261.6297787,64.69477264,24.42968454,14.37860609,0.815804593,1.743438935,0.758087288,0.57189389,0.890022905,11.72459259,28.94540716,4.407928325,429.4042184
Cow,672,7.597245773,29.75394068,11.26579447,217.1592262,51.84807887,20.59920613,12.47684691,0.969408934,1.694911343,0.742567768,0.598302447,0.927906521,11.56368713,29.18920888,1.487565848,25.23581233
Cow,673,7.678276197,30.22433712,10.56296097,216.7280832,53.03263447,21.20792128,12.48512597,0.936722199,1.755748762,0.763379766,0.573940176,0.919044637,11.43908157,29.14112767,1.321203639,24.13298806
Cow,670,7.600957921,29.83554427,10.51847733,212.861194,51.38694776,20.20002655,12.63008413,0.970869243,1.649127936,0.730457123,0.610849635,0.931115419,11.90997467,30.29737684,1.872766187,37.44750243
Cow,626,8.067783363,31.20648583,11.05180352,246.3194888,56.81600799,22.29080801,13.31715674,0.92872395,1.710006777,0.747174198,0.584425643,0.913460611,13.00600815,31.80791728,1.892778498,22.49106515
Cow,593,8.341265423,31.69521102,9.364291937,256.9797639,57.48991231,22.63227655,13.7023672,0.93661552,1.684947448,0.744505448,0.595202782,0.924076004,13.99584427,34.42606976,1.967297946,59.86847489
Cow,572,7.819238533,30.16270489,3.520770795,234.3496503,56.11190559,21.86086718,12.98567723,0.911528889,1.734617409,0.758672114,0.565379764,0.90464688,11.6430542,30.43137495,3.216098257,337.2068106
Cow,106,12.51476309,61.3683637,27.71117619,503.6132075,99.04436792,35.60305599,20.97822173,0.679860619,1.748504611,0.762327115,0.536139824,0.845819094,13.33376465,35.39419164,1.521037186,17.27023081
Cow,596,7.748160067,27.37933779,9.940283266,223.9630872,55.26100336,22.03695256,12.50978919,0.929862004,1.762085993,0.760339766,0.567775933,0.912327615,11.49978104,30.39278965,3.801015939,296.9149757
Cow,603,8.204980652,28.87240977,10.45459395,254.2935323,57.58441625,22.59345239,13.5104626,0.933847578,1.692423204,0.748597103,0.588927869,0.916724076,13.64440231,33.54346192,1.885324034,22.02601869
Cow,677,7.25780614,27.1312403,8.438763698,196.1580502,50.98808419,20.3777024,11.7470476,0.941629094,1.734195115,0.762668278,0.5742213,0.91682896,10.56349716,28.07104494,1.297284338,19.1869307
Cow,635,7.954803043,27.89055913,10.38668503,233.888189,55.75185827,21.94160799,12.99173356,0.925314827,1.713144462,0.757155615,0.578511724,0.91418948,13.1683609,32.19996335,0.941115392,10.91246082
Cow,432,9.704161007,34.6479736,16.87986494,329.9583333,75.23070833,27.85135053,16.14247637,0.737248112,1.805236014,0.774576233,0.530142019,0.855343256,12.70040894,31.40424393,2.980460023,171.1201181
Cow,558,8.487355093,31.31560766,9.633278566,281.1684588,62.3513853,23.90488046,14.07498848,0.878056985,1.771237692,0.76993285,0.547741034,0.893432174,13.83470306,33.29676352,7.195129716,937.5856723
Cow,438,9.226860339,35.89182049,17.86520304,295.2328767,69.88053653,25.79472525,15.45974142,0.766041291,1.746070024,0.761844682,0.551695577,0.869770781,11.16508102,29.03118782,2.125018379,79.53914949
Cow,663,7.455792171,30.28879405,12.04465352,209.9095023,53.11314027,21.42476529,12.04506836,0.912020866,1.830765155,0.780216082,0.543414086,0.903847627,10.83563461,27.99448976,3.129110254,181.8472847
Cow,664,7.503063504,30.30330254,8.139410298,209.0963855,52.29165512,20.63662571,12.3847032,0.95061195,1.698814355,0.73978515,0.591750525,0.918290183,11.33738708,29.20002699,2.306297173,30.08447478
Cow,720,6.911273079,29.3998162,8.709549385,183.2777778,46.04746806,18.22230654,11.47044423,1.017112602,1.615213745,0.717548117,0.629360659,0.939024013,9.866761017,26.43160093,1.481777688,17.24542274
Cow,721,7.607898808,29.74910675,6.367893198,214.3661581,51.73493343,20.35414151,12.59399844,0.971233216,1.643758668,0.721770571,0.618901046,0.92798061,11.83091888,29.0034732,2.058962635,40.10102179
Cow,691,8.006159422,29.21181277,7.082171967,239.1230101,55.22980753,21.40505078,13.40317199,0.950520972,1.633397932,0.727915103,0.611752394,0.921257847,13.25244827,31.37485929,1.699671248,33.77056056
Cow,760,7.216331461,27.67841583,10.09497487,193.2289474,48.94656184,19.1135792,12.11830412,0.987705087,1.601886553,0.711072803,0.63027315,0.9283837,11.30459442,28.46462874,1.256700087,18.36422497
Cow,766,7.157512749,27.94381158,8.189374807,189.1631854,49.48772324,19.52528787,11.85118036,0.961386872,1.680174989,0.732366435,0.601688203,0.920596277,11.87999268,29.4796733,0.871497776,11.18430485
Cow,717,7.721792445,29.58874103,11.40856513,218.9832636,54.77246444,21.78861762,12.51054505,0.91935081,1.746852209,0.749498664,0.579624925,0.909655444,13.09947739,31.27266088,1.350957044,18.6370993
Cow,691,7.330792478,28.67540569,10.039184,205.7120116,50.99985239,20.26368587,11.97773822,0.962155476,1.706598383,0.736617768,0.595900502,0.919387992,11.9455925,30.090639,1.816449032,28.526632
Cow,740,7.945981612,28.96603598,8.452690421,230.9918919,56.7921527,22.82776173,12.5767159,0.907401744,1.822923025,0.770006746,0.559057207,0.913476127,15.07942581,34.13214764,6.891014455,518.319292
Cow,411,4.527111354,32.3610496,11.75745625,74.22871046,28.08173236,11.84506009,7.450480232,1.148309272,1.578035563,0.699728003,0.651329727,0.953668492,16.10442123,36.63815025,0.832698909,12.01774685
Cow,697,8.159533686,29.69124132,10.98108609,251.1362984,58.92366428,23.70815963,12.78545824,0.910694962,1.850183107,0.767246665,0.560292022,0.915272642,15.45874557,34.68936232,2.87076531,71.73769351
Cow,476,9.296852429,35.76067533,18.80093805,302.4516807,72.64183403,27.32154461,14.96493348,0.763480749,1.869772944,0.775340753,0.537398356,0.87017139,12.35922089,29.57956759,1.58463581,21.80488563
Cow,665,7.911270103,29.78068736,7.233947747,237.793985,55.74153233,22.06828272,12.9244945,0.936226795,1.744046515,0.747542266,0.582815146,0.917505594,12.92309341,30.81683268,2.592630992,199.2797099
Cow,653,7.787816446,30.1390828,8.052821486,225.4196018,53.84416386,21.17694397,12.83763164,0.948996111,1.68149745,0.740697045,0.596680247,0.920519836,11.88497009,29.52217992,1.530298141,34.0843036
Cow,731,7.413265329,28.62052857,9.188912401,200.0109439,49.45015732,19.49402185,12.33322475,0.988833385,1.604967675,0.722310727,0.628627608,0.934800542,11.79328613,29.82137944,1.027572225,10.87126077
Cow,724,7.326014383,28.32081174,7.817107287,196.1878453,49.61176657,19.75437083,12.03612629,0.97584501,1.665635946,0.730161518,0.609693292,0.930227752,11.53684464,29.11055412,2.154549453,21.94923738
Cow,708,6.911979988,28.77104035,6.961644708,181.8333333,46.26449011,18.43201977,11.39303492,1.0096897,1.646670393,0.732479327,0.613723047,0.935697612,9.965603638,27.09233236,5.459895361,702.8814072
Cow,720,7.17147177,28.96526963,9.550934364,187.9055556,48.64109167,19.7306534,11.547139,0.975195586,1.726330315,0.753276481,0.589160374,0.929204189,10.25510712,27.08261685,3.761054899,270.7159417
Cow,413,8.710833502,36.06826078,16.29960333,263.0169492,62.83916465,24.11237318,14.18225612,0.840573175,1.747655,0.753378223,0.581226876,0.899558454,9.831164551,27.45397384,1.845173847,33.72379526
Cow,682,6.854837479,29.22022919,7.053595818,178.931085,48.44384751,19.50200397,11.12399189,0.952953088,1.768307084,0.769759514,0.56070293,0.91073163,8.890281677,24.60800789,3.101616986,336.6268478
Cow,659,7.466164049,29.63370369,9.004011452,212.3383915,52.07133991,20.80718708,12.05902499,0.937782295,1.759369774,0.767910228,0.567194144,0.916356033,11.2027977,28.47941763,2.072544143,54.42842072
Cow,673,7.824779995,29.59135692,9.571208091,233.0906389,55.62616048,21.80715442,12.79775812,0.915043547,1.745643467,0.762536521,0.564649017,0.907010197,12.31751175,29.7711096,2.096293494,34.69888668
Cow,386,10.39053544,37.47181951,20.23983588,379.0259067,81.64739637,29.54177256,17.3166176,0.723398501,1.764227055,0.774318555,0.534855685,0.857027202,13.30209579,32.34156167,1.901471651,40.41287909
Cow,406,9.339536049,35.75527929,18.55171096,303.862069,74.63094581,27.50347586,15.26894584,0.716542822,1.881296727,0.784636975,0.518557129,0.851403796,10.27569122,27.27166296,2.456316416,31.4964113
Cow,594,9.058119528,31.01108761,10.60931922,307.2575758,67.52347643,25.73909676,14.98887014,0.843549185,1.791244105,0.775833566,0.540231216,0.888797212,15.47246933,34.38712074,2.151260906,81.1380099
Cow,590,8.336708678,30.68800243,7.280109889,262.9169492,63.94399661,24.75601238,13.69147218,0.828656377,1.870592352,0.790433058,0.512463144,0.871980797,12.85977402,30.91789107,2.321702715,60.62002718
Cow,589,8.884395408,30.78666297,9.324181918,298.4550085,67.96828523,26.19315375,14.39672044,0.82516183,1.861639046,0.792236112,0.517661291,0.878553916,15.62434692,35.32516333,1.88313424,28.40937707
Cow,582,8.454000607,29.89855472,9.330305787,274.1134021,64.85943127,24.98475509,13.87555052,0.838859127,1.845292,0.788742948,0.519583219,0.876597792,14.60536804,34.13546331,1.854922162,92.6244509
Cow,587,8.567199785,30.53745537,14.01146177,275.3287905,66.26811925,26.24653171,13.46021064,0.812462935,1.983413957,0.820030826,0.484068764,0.874677254,14.99604187,34.6734882,1.754226352,24.2632993
Cow,442,6.860500229,31.6689641,7.017834424,161.4298643,42.24872398,16.17841413,12.08368581,1.087131614,1.314946874,0.581422643,0.767015724,0.979940318,15.16495209,35.69638598,1.775509884,42.87068463
Cow,588,8.598449351,29.50412354,9.753521048,277.3537415,65.43,25.47306998,13.8343571,0.83323512,1.876341542,0.796937466,0.513497775,0.880602153,14.39260788,33.78716472,1.292165067,28.26372328
Cow,601,7.890855632,28.64645604,9.069447103,232.2262895,58.20385691,22.69589909,12.94847143,0.879664752,1.787674115,0.772943886,0.544880562,0.89450134,12.95593033,33.03547239,0.997716534,11.69728588
Cow,580,8.4629057,30.80325217,11.22310146,272.9327586,64.42353448,25.07962497,13.76405285,0.841459792,1.862779343,0.789926684,0.51893959,0.879743488,14.22031631,33.72022433,4.113374292,524.7032794
Cow,567,8.77443073,31.63650915,7.186759359,295.6825397,66.29742152,25.59065429,14.25227236,0.845962857,1.843561852,0.78858569,0.525831308,0.88648907,14.90513916,34.24536254,2.033018162,19.1745044
