86,152,112,44,29,23,7,0
226,2239,2565,945,257,92,12,1
175,2942,16144,12510,2838,476,93,15
164,808,13482,61708,36104,5164,515,60
317,153,2339,37311,185833,90308,4733,382
667,34,293,4627,91092,473218,70243,2641
99,8,55,389,4426,71053,86144,6441
6,0,3,62,309,2424,6788,5774
