439,1104,740,377,186,97,35,3
1052,6336,7746,3860,1379,412,116,26
845,7555,24540,23433,9856,2701,504,73
636,3783,23217,61050,52484,18213,2936,400
506,1465,9819,52564,140873,105514,16164,2218
494,497,2839,18142,106100,278576,77650,8141
229,140,468,2787,15955,78471,80637,14319
51,19,51,329,1969,8072,14801,12166
