5,20,16,8,1,1,0,0
24,1131,2092,245,24,4,0,0
45,1290,18816,17573,764,31,1,1
230,817,14595,156814,61874,611,4,0
829,254,2860,59042,742365,49788,31,0
198,7,52,395,49818,125366,40,0
0,0,0,3,10,63,1,0
0,0,0,1,0,0,0,0
