61,194,56,14,0,0,0,0
215,7837,4353,1098,129,23,2,0
174,4690,66503,57074,2870,150,31,0
959,729,57260,847452,84182,970,115,3
174,54,2227,84424,79777,1208,116,6
11,22,158,985,1157,288,52,2
1,5,38,122,104,43,22,4
0,0,2,5,2,3,3,1
