7,26,24,15,18,1,0,0
28,310,442,227,95,13,0,0
30,360,1834,2064,869,55,0,0
55,251,1727,9686,12298,941,1,0
449,147,1078,11992,386363,119589,275,0
802,24,93,897,119128,635239,196,0
0,0,1,0,8,463,39,0
0,0,0,0,0,0,0,0
