240,916,612,379,253,193,65,18
721,6292,7076,4358,2913,2095,809,74
571,6341,20269,21897,15717,10265,3562,312
623,4465,21085,48423,50623,36101,11339,860
613,3190,15590,49882,100973,104408,30927,1893
770,2125,10154,35837,103043,216795,91131,4877
392,892,3755,11650,31301,89462,88472,9111
25,110,370,943,2196,4949,8558,4299
