400,640,472,326,218,129,29,4
887,3517,3836,2200,955,349,94,13
598,4622,16327,15746,6453,1656,354,55
364,2208,17741,61298,50972,12650,1936,369
391,608,5901,54220,200813,114179,11221,1872
560,170,1183,11753,116643,350167,62892,6383
237,44,202,1492,10987,63977,52641,8452
51,7,33,283,1707,6299,8819,6555
