0,1,1,0,0,0,0,0
1,42,213,125,11,0,0,0
2,89,2345,6375,633,20,0,0
100,117,3944,64829,40392,577,6,0
743,116,2719,36913,708273,85875,183,2
434,7,153,1075,85009,265402,565,9
2,0,0,2,89,662,93,0
0,0,0,0,0,7,4,0
