33,160,17,5,2,1,1,0
122,5499,4001,762,106,14,1,0
224,3880,83854,61036,2869,171,22,3
817,802,60708,770406,94424,1232,125,14
292,84,2396,94253,112209,2308,209,16
11,14,204,1369,2111,613,130,16
0,6,39,128,200,117,42,13
0,1,2,10,26,10,13,7
