101,301,60,27,6,2,0,0
258,8424,6982,1608,240,35,13,0
300,6623,107421,85711,4948,416,90,11
939,1801,85170,710798,91560,1780,241,26
161,195,4304,91903,88547,1645,211,29
9,60,447,1791,1557,493,107,18
4,25,109,247,168,105,30,9
0,7,18,31,16,15,6,1
