data_1,data_2,data_3,data_4,data_5,data_6,data_7,data_8,data_9,data_10,data_11,data_12,data_13,data_14
0.0672883437819984,1.82423862524462,37082.8079644925,5.45046783268102,0.010019532345158,10.7605048312133,80.9203745162043,2.09999768009589,3.09307494921457,0.0678770316426074,1.13228174204129,-0.0712291348697541,0.452178016558412,1
0.0645359016011248,1.91139233732877,38554.1534856367,5.41918266878669,0.00979616613164347,10.6291974987769,79.2867082873467,2.0631932514198,3.11413278575553,0.063353215965188,1.16853154740184,-0.0541886725574288,0.399300066554998,1
0.0777438525533489,1.49159965141879,32554.9797821858,5.61052699975538,0.00904137512939629,10.9492791401663,85.9703773521641,2.02173621154741,2.95716388862892,0.080378404080994,1.00604924147421,-0.0841596898741129,0.478659285194864,1
0.0704446762015832,1.52360032411937,34490.575200064,5.41506543542074,0.00988138274493284,10.6227609772505,78.9714110149518,2.07606748260785,3.02702662939407,0.0756776352828078,1.03409699831004,-0.0881809129981471,0.493923109512624,1
0.0566963384998055,1.66602709148728,42267.7792175519,5.16995474559687,0.0110974641538978,10.0544749877691,69.159938096954,2.15415183679062,3.17829862786545,0.067822113043193,1.09847692651727,-0.0953298355648153,0.522308684419787,1
0.0596860883769166,1.998724162182,47418.9541496566,5.68853504158513,0.00920193958898726,10.7489641939824,85.0028993681386,2.09069798219145,3.20174614530761,0.0619844463849936,1.19081034458244,-0.0710330663394804,0.458580977785698,1
0.0696127809950408,1.5904843444227,38851.0581197164,5.70700143713307,0.00880896992211277,10.8706840141879,86.7076506128028,2.03723355435723,3.04735712829941,0.0746308143583387,1.05337286882603,-0.0880222459045962,0.494908126985056,1
0.0806646039430134,1.48994236179061,30035.1869397448,5.5158749694227,0.00933072509154648,10.7993571122798,82.98692813724,2.00962550296069,2.94484204495769,0.0814301744863378,1.00098696382149,-0.0804867819715438,0.4681100538165,1
0.0681033520113442,1.66879892367906,36727.1590553531,5.47269370719178,0.00959703768861016,10.6791516328278,80.6202768278903,2.05923482447976,3.06234362989738,0.0696013102436243,1.09215527405758,-0.0725899704279416,0.454129988262185,1
0.0621321824125971,1.8841877140411,43969.8636464332,5.6391404721135,0.00915012373804865,10.6916501039628,83.8120132936501,2.04333449303487,3.14979632072146,0.0625616388165907,1.16643602610657,-0.0633805120178303,0.431876611148937,1
0.0699274892066079,1.77007246819961,39135.5745815915,5.76144508317025,0.00848762996388963,10.9114909491194,88.8838485702531,1.9706843270986,3.04824809124275,0.0659939902142129,1.12914295297757,-0.0560051310244729,0.401592815391333,1
0.0565179634514245,2.04093077299413,48102.601017006,5.53587328767123,0.00937741548154796,10.4795009784736,79.90196697179,2.04158016980437,3.20600047402495,0.0548857867748676,1.22825641698921,-0.0479141266316707,0.381852713950706,1
0.0496530118421138,2.27171752690802,51917.5606376265,5.23668664383562,0.0107804351449582,10.0821910163894,70.8382852050675,2.11575140830202,3.31273320562067,0.0490815299349504,1.29242728903416,-0.043675398101227,0.37100459025691,1
0.0507601789365162,2.18707726883562,46703.7179701916,5.03982158145792,0.0117277277270462,9.75801354574364,64.8961707528779,2.13037125870061,3.30435679402321,0.0519498169866059,1.26641716760409,-0.0499261172872356,0.394719805181293,1
0.0565852114740295,2.01221792441292,45373.8177703176,5.37431889065558,0.0100830461827951,10.3716059197652,75.8518906486169,2.08593326141487,3.21045802735121,0.0575796508419144,1.21209911949445,-0.0535293936121202,0.402570259460533,1
0.0632894199598405,1.77880381604697,42268.2268170609,5.59956045132094,0.00913917735116938,10.6835784613503,83.0104060766332,2.03323954555767,3.11223296905211,0.0643616813734294,1.13787308868152,-0.0640531551619675,0.431686505507756,1
0.0620988414246854,1.76450587084149,43917.6337272596,5.62976241438356,0.00909747006742023,10.6465952177104,83.0097489824142,2.05257653975144,3.1348598778108,0.0673939708023938,1.12206000224239,-0.0750733767650259,0.466028899534901,1
0.0576145142465943,1.75136145425636,47569.4743035058,5.55411646893346,0.00953592185700504,10.5097021771037,79.9154228134434,2.11220483568477,3.18527236554921,0.0694965937301006,1.1103677644404,-0.0937781886088701,0.51899082193651,1
0.0664298038527296,1.54524064334638,42589.9469626267,5.78904262475538,0.00864184312670101,10.763358457681,87.0140907892353,2.04432709125842,3.07585544737,0.0773326334896519,1.03184168350257,-0.105402082585296,0.538708575803134,1
0.0696164936501297,1.52989924779843,40952.146210607,5.850677287182,0.00850248699424044,10.8339132827789,89.0453622827451,2.03593398745153,3.05677944149411,0.0797260029041756,1.01752665920927,-0.110086137250891,0.547718825980348,1
0.0656567344805919,1.66165835983366,43594.7424390988,5.80448568982388,0.00878884144618601,10.7788091670744,87.5213333294119,2.06969516882181,3.11832921043163,0.0742568817950573,1.07061076794402,-0.104536182864708,0.539786320518744,1
0.0669847105221428,1.60779950464775,39959.0043993122,5.62672838184932,0.00944005269961253,10.8269875244618,84.5154395101132,2.11190021407997,3.09470457054654,0.0766106675501947,1.04886187558328,-0.107367293114303,0.544438798182941,1
