2,13,12,6,0,0,0,0
16,1457,2281,473,36,2,2,0
38,2542,50809,30134,1043,37,2,0
746,222,30673,544922,87291,371,12,0
510,13,433,87821,445357,7643,23,5
0,1,13,133,7915,5082,9,1
0,0,2,19,18,10,3,0
0,0,0,0,3,2,1,1
