BBTS8 (51),Buff,470.8968,16.2534,15.54575,13.4554,13.17705
BBTS8 (52),Buff,488.7622,13.33687,12.53372,11.82748,11.13339
BBTS8 (53),Buff,475.53,12.22492,11.70203,11.59557,11.05709
BBTS8 (54),Buff,509.354,13.56053,12.69926,11.89779,11.29293
BBTS8 (55),Buff,513.21,14.79316,12.80529,12.63442,11.93342
BBTS8 (57),Buff,458.4705,14.93696,13.24161,12.5669,12.21423
BBTS8 (58),Buff,479.6764,13.77167,13.08237,12.90021,12.03023
BBTS8 (59),Buff,477.0254,15.02569,13.50518,12.24906,11.75606
BBTS8 (6),Buff,475.5716,13.6671,12.93562,12.53285,11.84321
BBTS8 (60),Buff,473.4033,13.85601,13.65033,12.4221,12.31201
BBTS8 (61),Buff,497.9276,15.42655,14.94095,13.78659,13.19189
BBTS8 (62),Buff,472.8969,14.46874,12.69515,12.03136,11.91357
BBTS8 (64),Buff,484.6977,13.70397,12.26581,11.64253,11.03972
BBTS8 (66),Buff,466.7314,14.76711,13.98044,13.18676,12.04224
BBTS8 (67),Buff,470.727,13.02636,12.73063,11.71594,11.20382
BBTS8 (68),Buff,480.4146,13.79302,13.132,12.26759,12.12457
BBTS8 (69),Buff,467.7507,14.38762,12.9883,12.61374,11.68034
BBTS8 (7),Buff,502.0186,12.75306,12.06191,11.61642,11.46703
BBTS8 (70),Buff,473.4734,14.83366,13.8167,13.02131,11.94099
BBTS8 (72),Buff,497.6558,15.97773,14.98338,14.60014,13.29372
BBTS8 (73),Buff,490.1534,14.8948,14.09879,12.9142,12.42244
BBTS8 (75),Buff,498.2213,14.26815,13.08692,12.88994,12.16814
BBTS8 (77),Buff,501.9342,14.67867,14.15395,13.39758,12.51527
BBTS8 (78),Buff,482.806,13.67166,12.69593,12.23183,12.08528
BBTS8 (79),Buff,477.6639,13.20508,12.79459,12.13132,11.61982
BBTS8 (8),Buff,512.4151,12.68447,12.17317,11.55824,11.13959
BBTS8 (80),Buff,473.567,14.07031,13.03876,12.4555,11.70833
BBTS8 (81),Buff,492.0261,14.18529,12.88214,12.41997,11.82434
BBTS8 (82),Buff,478.7255,12.39936,12.16595,11.78936,11.39304
BBTS8 (83),Buff,475.0652,14.35204,13.89667,13.6228,13.08001
BBTS8 (84),Buff,493.9651,13.46402,13.0068,11.92101,11.53766
BBTS8 (87),Buff,496.2172,15.12159,14.01146,13.28338,12.62142
BBTS8 (88),Buff,463.3661,14.00458,13.45075,11.82214,11.57364
BBTS8 (89),Buff,475.14,19.5944,17.63397,15.54133,15.20291
BBTS8 (9),Buff,520.2417,14.13401,13.48001,12.71713,12.2029
BBTS8 (90),Buff,525.9719,16.18685,13.7852,12.88684,11.93303
BBTS8 (91),Buff,472.0244,15.38054,14.60703,14.2668,13.79585
BBTS8 (92),Buff,491.8213,14.9408,13.20583,12.96096,12.61956
BBTS8 (93),Buff,489.475,17.79302,16.95735,15.58926,14.77265
BBTS8 (94),Buff,459.2861,16.83155,15.58802,14.66661,13.6512
BBTS8 (95),Buff,464.9434,15.21945,14.33956,13.70305,12.53915
BBTS8 (97),Buff,452.6131,15.35348,15.21604,13.58653,13.4204
BBTS8 (98),Buff,462.8678,17.04855,13.78348,13.24753,13.20995
BBTS8 (99),Buff,471.1372,13.14746,12.16776,11.96289,11.40287
CBTS3 (1),Cow,546.4218,13.55096,12.5833,12.17904,11.55692
CBTS3 (10),Cow,485.1588,17.69178,16.96705,14.79347,14.49142
CBTS3 (12),Cow,485.6819,18.59353,17.09252,16.21189,15.08201
CBTS3 (13),Cow,515.8506,17.18526,16.56367,15.89626,15.19
CBTS3 (14),Cow,550.8666,18.5501,18.12392,17.07578,16.19596
CBTS3 (15),Cow,545.9893,17.73485,17.17851,16.38554,16.1211
CBTS3 (16),Cow,505.0357,14.07283,13.66832,12.78025,12.44465
CBTS3 (17),Cow,525.1453,15.54769,14.85533,14.23571,13.59914
CBTS3 (18),Cow,529.2071,15.76778,13.10359,12.53665,11.77713
CBTS3 (2),Cow,536.8813,17.53737,16.16761,15.92192,15.10893
CBTS3 (20),Cow,512.7738,15.93014,14.42391,13.33821,13.02238
CBTS3 (21),Cow,518.3371,15.13283,14.30127,13.63937,13.4161
CBTS3 (23),Cow,475.8428,15.83618,15.2048,14.36034,13.91742
CBTS3 (25),Cow,502.5383,15.06924,13.75,13.32551,12.82384
CBTS3 (26),Cow,504.2627,16.56052,15.58662,14.46394,13.97272
CBTS3 (27),Cow,532.6736,13.56576,12.85936,12.66544,12.20041
CBTS3 (28),Cow,526.2656,14.76095,14.505,14.16284,13.33208
CBTS3 (3),Cow,519.202,15.84094,14.45309,13.89483,12.4892
CBTS3 (31),Cow,589.7628,16.63909,14.34286,13.6322,13.03078
CBTS3 (32),Cow,535.6934,14.7307,13.267,13.21189,12.67427
CBTS3 (33),Cow,558.3188,14.75984,13.34791,12.72835,11.91014
CBTS3 (34),Cow,547.7374,13.98922,13.15155,12.68756,12.21309
CBTS3 (35),Cow,527.8584,16.14634,15.67282,14.64801,13.3617
CBTS3 (36),Cow,513.3209,15.4148,14.59371,14.12015,13.97455
CBTS3 (37),Cow,524.8595,18.74999,17.02835,16.72793,15.37194
CBTS3 (38),Cow,531.0782,13.99692,13.30929,13.18209,12.75644
CBTS3 (39),Cow,505.9274,15.00401,13.38023,12.93487,12.59884
CBTS3 (4),Cow,547.7897,16.63682,15.7642,14.83579,14.40985
CBTS3 (40),Cow,521.9181,15.67693,15.02634,14.78671,14.66363
CBTS3 (43),Cow,500.967,14.58621,13.8999,12.80623,12.1879
CBTS3 (44),Cow,524.8748,15.45031,15.2947,14.40657,13.93341
CBTS3 (46),Cow,486.9001,13.54113,12.60362,12.10763,12.0202
CBTS3 (47),Cow,491.6063,16.06545,14.63891,14.26287,13.69473
CBTS3 (48),Cow,539.0785,14.82598,13.94425,13.82213,13.34698
CBTS3 (5),Cow,524.6851,17.81888,16.80242,15.46948,15.36756
CBTS3 (50),Cow,533.3737,18.56254,17.70596,17.47639,16.37082
CBTS3 (51),Cow,515.1921,16.47601,14.26345,13.1391,12.91697
CBTS3 (53),Cow,516.2104,12.9034,11.8533,11.54711,10.77529
CBTS3 (55),Cow,538.1202,16.23643,15.92947,15.42272,15.14441
CBTS3 (56),Cow,518.8174,13.55321,12.98062,12.75126,12.27143
CBTS3 (57),Cow,527.5753,15.37201,14.28461,13.93155,13.0343
CBTS3 (58),Cow,508.6631,15.25328,13.92812,13.58307,12.8867
CBTS3 (59),Cow,496.8767,15.64562,14.68537,13.72038,13.09409
CBTS3 (6),Cow,512.7643,15.75502,14.8492,14.36903,13.7042
CBTS3 (62),Cow,510.9528,14.36761,13.79402,13.32452,12.88345
CBTS3 (63),Cow,499.9355,13.89731,13.00523,12.68218,12.03317
CBTS3 (64),Cow,461.7605,15.68495,14.60315,14.24999,13.21564
CBTS3 (65),Cow,458.749,15.71428,14.8536,14.55257,13.91897
CBTS3 (67),Cow,475.1196,16.50338,16.00442,15.23195,14.95667
CBTS3 (68),Cow,474.721,14.80924,13.94798,13.01728,12.26084
CBTS3 (69),Cow,522.0358,17.2818,15.68586,15.38793,14.73943
CBTS3 (70),Cow,530.8526,15.42836,15.03949,14.7514,13.96012
CBTS3 (71),Cow,555.9642,18.4181,14.03119,13.85205,13.44943
CBTS3 (72),Cow,551.9231,17.44062,16.55986,15.89318,14.44504
CBTS3 (76),Cow,552.594,18.06628,16.09813,15.6878,14.91393
CBTS3 (77),Cow,591.756,18.50256,16.15585,15.04921,14.68836
CBTS3 (78),Cow,589.4319,15.89316,14.91932,14.60941,13.4719
CBTS3 (79),Cow,557.381,16.0726,15.09523,14.54428,14.17105
CBTS3 (8),Cow,523.4946,19.71927,18.97647,17.50195,16.84206
CBTS3 (80),Cow,572.3347,16.90693,15.75821,15.26348,14.47599
CBTS3 (81),Cow,557.4285,18.4401,17.45672,15.44257,15.32281
CBTS3 (82),Cow,494.8155,18.07376,16.57756,16.48642,15.95104
CBTS3 (83),Cow,504.1457,16.14305,15.46982,14.78818,14.38789
CBTS3 (84),Cow,554.2645,18.29186,16.38344,16.32268,15.71594
CBTS3 (85),Cow,555.2207,15.76977,14.85067,14.18044,13.83562
CBTS3 (86),Cow,554.5811,17.431,16.63671,15.96567,15.28384
CBTS9 (1),Cow,630.4005,19.88366,19.40392,18.12327,17.46833
CBTS9 (10),Cow,680.9796,14.64101,13.38883,12.94088,12.62674
CBTS9 (101),Cow,635.7991,16.29294,15.03888,14.95823,14.39892
CBTS9 (102),Cow,642.7054,16.35329,15.11655,14.97215,14.03669
CBTS9 (104),Cow,668.6835,16.08681,13.94476,13.44358,12.68305
CBTS9 (105),Cow,674.8882,14.60955,12.82804,12.80207,12.40269
CBTS9 (107),Cow,668.8714,14.8491,14.03542,13.28533,13.07124
CBTS9 (108),Cow,677.3286,15.15341,14.13131,13.72452,13.17225
CBTS9 (109),Cow,680.946,14.25544,13.96812,13.50413,13.29027
CBTS9 (110),Cow,668.7011,14.33719,13.35986,12.98536,12.82092
CBTS9 (111),Cow,668.5136,15.20476,14.66964,13.94367,13.65285
CBTS9 (112),Cow,647.6062,18.35006,17.18666,15.62762,15.31673
CBTS9 (113),Cow,646.2665,19.96083,18.02622,17.99362,17.28325
CBTS9 (114),Cow,635.3267,18.82299,17.60097,16.61654,16.35978
CBTS9 (115),Cow,633.9315,16.38935,15.64519,14.55273,14.00136
CBTS9 (117),Cow,666.3601,15.0788,13.99989,13.37734,12.85035
CBTS9 (119),Cow,665.7272,15.62472,15.00118,14.8018,14.39724
CBTS9 (120),Cow,681.0049,15.7065,14.67585,14.36208,13.86398
CBTS9 (121),Cow,682.4742,15.32412,13.59461,13.3463,13.18707
CBTS9 (122),Cow,677.5326,14.64142,13.67479,13.38161,12.79089
CBTS9 (123),Cow,682.435,14.56154,13.91895,13.65493,13.11619
CBTS9 (124),Cow,682.7545,15.37364,14.06927,13.81403,13.11465
CBTS9 (125),Cow,675.0422,14.10402,13.64775,13.063,12.43165
CBTS9 (126),Cow,660.1839,17.21654,15.2813,14.30238,13.80264
CBTS9 (127),Cow,619.8688,17.66933,17.54152,16.40693,15.38751
CBTS9 (128),Cow,628.3593,15.60603,14.95746,14.65131,14.15533
CBTS9 (13),Cow,661.6046,15.97468,14.68742,14.10901,13.86987
CBTS9 (130),Cow,641.6248,16.81185,16.24354,15.19416,14.9632
CBTS9 (131),Cow,657.821,16.62307,16.4674,15.13508,14.80732
CBTS9 (132),Cow,651.4533,16.52366,15.25264,14.54824,13.74842
CBTS9 (133),Cow,660.0424,15.14095,14.99502,14.11343,13.93147
CBTS9 (135),Cow,678.8111,16.54456,14.99747,14.26563,13.99819
CBTS9 (136),Cow,675.25,15.63575,15.19902,14.75018,14.28229
CBTS9 (137),Cow,668.3577,16.23833,15.76214,15.28775,15.04172
CBTS9 (14),Cow,656.2345,13.99127,13.9494,13.53163,13.36484
CBTS9 (142),Cow,656.6212,15.13582,14.34859,14.00887,13.2861
CBTS9 (144),Cow,661.693,16.93516,15.44433,14.84331,14.51876
CBTS9 (145),Cow,647.1969,17.588,15.77445,15.21144,14.00744
CBTS9 (148),Cow,647.2612,14.7788,14.0815,13.27368,13.2035
CBTS9 (149),Cow,662.8764,13.29347,13.01899,12.65832,12.10092
CBTS9 (15),Cow,663.8884,16.5742,14.76115,14.1815,13.80493
CBTS9 (151),Cow,643.4572,14.08182,13.9951,13.81417,13.17759
CBTS9 (152),Cow,643.6168,15.95169,15.50894,14.27383,13.74891
CBTS9 (153),Cow,622.5918,14.58405,14.46922,13.73246,13.22801
CBTS9 (154),Cow,633.4288,14.14534,13.34169,12.89104,12.55514
CBTS9 (156),Cow,610.3247,16.65079,15.59258,14.91423,14.47282
CBTS9 (157),Cow,636.9907,14.87972,14.60553,14.21569,13.93743
